Tweets,Sentiment Score,Clasifier,Result
"rejialex7 nikothefarmer austria has submitted exact sharia compliance islam wants to hear 
 ; MAGAGay Christian Conservative Lover of all things Dachshund RTs not endorsements opinions solely my own 
 ; MAGAGay Christian Conservative Lover of all things Dachshund RTs not endorsements opinions solely my own",,,
religion without love for others is useless,0.98175517,pos,Negative
remember 30 percent of hispanics in california are against illegal immigrants,,,
remember the muslim cops who protected christian civilians in a basement for 22 days theyre back in the field,0.270552771,neg,Positive
report islam falsely portrayed in media as a religion of peace  via realdennislynch,,,
"republic congress party plans to grand alliance with chinese communist party amp pakistan muslim league to counter bjp in lok sabha elections 2019 
 ; A time to gain A time to loseA time to rend A time to sewA time to love A time to hateJai Hind Vande MatramNamo Fan 
 ; A time to gain A time to loseA time to rend A time to sewA time to love A time to hateJai Hind Vande MatramNamo Fan 
 ; A time to gain A time to loseA time to rend A time to sewA time to love A time to hateJai Hind Vande MatramNamo Fan",0.353031478,pos,Negative
republic mamata is killing hindus to win muslim votes,,,
"republic rahulgandhi planing to add chinese communist party amp pakistan muslim league into maha-gathbandhan to stop modi in 2019 elections 
 ;   - ALL THAT I SEEK IS already WITHIN ME 
 ;   - ALL THAT I SEEK IS already WITHIN ME",0.229338736,neg,Positive
resist  should illegal immigrants have access to government-subsidized healthcare,,,
respectfully today all celebrate the promise of america whether for new immigrants or aging reality tv stars america belongs to all of us,0.482334592,neg,Positive
"restructuring divide the country into six  muslim leader tells buhari 
 ; nan",,,
retweeted rappler rapplerdotcomshariah lawyer says muslim id violates human rights full story,0.999766437,neg,Negative
retweeted tommy robinson  trobinsonnewerahow many hindus amp sikhs died in islams conquest of india 80,,,
retweeted tommy robinson  trobinsonnewerais this a parody account islam was spread by the sword with,0.39338267,neg,Positive
reuterstv these delightful slave costumes also make great spaghetti strainers so the muslim women wont accidentally choke on a meatball,,,
revealed londons muslim only housing market,0.990715955,neg,Negative
revealtruth lord we pray you continue to bring secreted deception to light let truth reign,,,
review of my book on muslimwomen counterterrorism and prevent veiledthreats sussexsociology,0.829320037,neg,Negative
revoke sarsours passport send her to somalia american muslim activist says jihad on trump will please allah,,,
rightwhitesock bbcnews simple boycott muslim countrys,0.645975967,neg,Positive
rightwhitesock s4vi0urs dont waste your money in a muslim majority nation let muslims support their own tourist industry,,,
rightwingers no i hate islam i hate their values  me im a pro choice slut who believes in freedom of speech rightwingers behead,0.771622145,pos,Negative
ripmirip chelsea islan but now use hijab so the name is chelsea islam right haha,,,
roamingmil imamofpeace ask him this for us  if what he says about islam is the truth why is he still a muslim,0.897047326,neg,Negative
roamingmil imamofpeace ask him why he still follows islam ampwhat his thoughts are about the specific sura passages stating reformers are deceivers ampapostates pls ro,,,
robert pattinson sex scene islam sex rules,0.313772081,pos,Negative
"robert spencer on hannity january 8 2015 on muslim areas in france and the charlie hebdo jihadis 
 ; Trump2016 A Catholic placed in the BasketOfDeplorables by CrookedHillary 
 ; Trump2016 A Catholic placed in the BasketOfDeplorables by CrookedHillary",,,
"robert spencer pope francis defender of islam 
 ; nan 
 ; nan 
 ; nan 
 ; nan",0.999619373,pos,Negative
robert spencer pope francis defender of islam the catholic church has come a long way since the days of pope,,,
robertklemko si_peterking i heard some guy yell beat up the muslim right before klemko attacked the cabbie,0.735157992,neg,Negative
rockies6020111 randykjo cindystarbuck steph93065 kimnanat im going with falsereligion imo is supposed to promote peace amp goodwill towards all men amp women equally islam falls short in that,,,
rogue1angel rodblackhurst foxandfriends realdonaldtrump no if you dont support trump you are an unpatriotic turd muslim pedo loving anti american wimp,0.782832976,neg,Negative
rohamjackson rezaaslan cant really work with closed questions pretty sure theres no thing as a muslim dictionary need to look at reasons behind issue,,,
romancing the stone age way the muslim lawrape her marry herand they lived happily ever after,0.831150197,neg,Negative
"rss hinduism is not my hinduism 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
"rt if you been knew 
 ; lqhs 
 ; lqhs 
 ; lqhs",0.987694631,neg,Negative
rt independent activists are taking down trump with instagram photos of their grandmas,,,
"rt jihadwatchrs canada sending sharia-supporting muslim parliamentary secretary to oic session 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT 
 ; Im a fun-loving wife and mother of 4 grandmother of 2 and work as an OR Circulator RN SUPPORT PRESIDENT TRUMP MAGA DRIVETHEMOUT",0.531623069,pos,Negative
"rt loudobbs awful-seven times elites said immigrants are better than their own people  maga realdonaldtrump trum 
 ; I love the USA  worried to see us drift away to where things are upside down I wish well to everyone  Hope its not too late to correct course Trump2016",,,
"rt pamelageller ohio muslim pleads guilty to attempting to join islamic state 
 ; The strength of a nation derives from the integrity of the home - Confucius 
 ; The strength of a nation derives from the integrity of the home - Confucius",0.73485348,neg,Negative
"rt pamelageller syrian muslim migrant on bail for rape jailed again for raping beating girls ages 13 and 14 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC 
 ; Veteran  BS Engineering Mississippi State University  35 years in shipbuilding  VP of international shipyard in China  Owner Turner Timber LLC",,,
rtlhart lcurrie40 hobbsshazia nav_aslam trobinsonnewera 1 i am not your cupcake 2 theyre rapists because theyre rapists - not because theyre pakistani or muslim,0.964720223,neg,Negative
rtlhart thats what muslim countries bomb isis you twat,,,
rtshort_slim imamofpeace keep islam out of the world,0.694435295,pos,Negative
ruth_prodan rush was telling us about similarities between radical islam and liberalism spot onand a classic felonia von pantsuit,,,
ruthlessly crush those mobs who refuse to obey d fundamental right of people to freely follow any religion they like,0.142044204,neg,Positive
s_arahjayne vygobakh dropthedisorder andrewfgordon 93daydreamer raiwaddingham tavalite1 jacquidillon lbc trobinsonnewera maajidnawaz there is no peace between islam amp us it mandates warfare against unbelievers youre a dhimmitude irrelevancy,,,
s_saeen and call isis authentic islam and include them in islam as a monolith,0.395559742,neg,Positive
s_saeen the anti-sjws would like to remind you that people lie about being raped unless theyre muslim in which all accusations of rape are true,,,
sadiq khan boasts of 15 million new people coming as he reveals shock london plan 66 million immigrants live in uk,0.587586164,neg,Positive
sadiqkhan is a traitor for islam and a friends of nazi zionist shame on you support hezbollahwatch,,,
sadiqkhan is that how he got such a huge vote to be mayor never explained,0.11002035,neg,Positive
sadiqkhan sadiqkhan is so fake we all know he doesnt support pride hes a muslim open your eyes guys hes compelled to do so bcoz hes mayor,,,
sadowski23 the only difference is that most immigrants do it to survive while most americans do that to steal,0.910827275,neg,Negative
salafiri_com akhiabubakr bashar al assad is not a muslim so the fatwa od shaykh hasan al basri does not even come under him mubaraak and qadafi commit act of kufur,,,
"sam harris unhealthy obsession with islam leads him to ignore the historical amp political factors behind extremism 
 ; Monster Truck Neutopian Bearded lefty Marie-Antoinette shouting Let them eat Atkins-Telegraph comment Alinsky-inspired ShameCulture warrior-AdamBaldwin",0.181465804,neg,Positive
samalmighty254 the said countries are  could it be religous profiling when indonesia with largest muslim majority wasnt on list,,,
